customer_id,loan_count,total_amount_overdue,maturity_dpd,total_missed_installment,has_14plus_dpd,count_14plus_dpd,tenor_in_months,ontime_repayment_rate,age,gender,marital_status,state,location,purpose,employment_status,dw_channel_key,total_loan_amount,income
228,1,0.0,0,2,0,0,3.0,8.33,49,Male,Married,Lagos,Allen ikeja,Emergency Funds,EMPLOYED,FSA,157139.1,79291.39
237,1,0.0,0,1,0,0,3.0,19.44,33,Female,Single,Lagos,Lagos,Personal,EMPLOYED,FSA,135711.15,50000.0
238,2,2791557.28,0,41,1,8,10.0,15.71,29,Male,Single,Lagos,Ajah,Personal,EMPLOYED,FSA,21038584.28,405745.0
241,1,2994088.24,335,38,1,11,3.0,0.0,29,Male,Single,Ogun,Ogun,Utilities,SELF_EMPLOYED,FSA,7247653.8,3220279.47
244,2,292752.04,0,27,0,0,9.0,24.61,23,Female,Single,Lagos,Ijeshatedo ,Utilities,EMPLOYED,FSA,2186717.28,144931.68
246,1,980308.87,34,9,0,0,3.0,0.0,43,Male,Single,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,4822132.35,2178757.69
248,1,0.0,0,1,0,0,3.0,19.44,33,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,118352.13,421511.39
249,2,195132.0,0,20,1,5,8.0,19.84,32,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,3355537.44,94750.0
250,2,0.0,0,0,0,0,5.0,42.91,54,Female,Married,Lagos,Lagos Island ,Personal,SELF_EMPLOYED,FSA,10176784.49,4539839.53
253,1,0.0,0,1,0,0,3.0,19.44,31,Female,Married,Lagos,Lagos mainland ,Personal,SELF_EMPLOYED,FSA,164281.5,60227.0
254,2,1003277.28,27,22,1,6,5.0,5.83,37,Female,Married,Lagos,Lagos mainland ,Personal,SELF_EMPLOYED,FSA,3564507.31,1323975.71
256,1,519502.9,65,12,0,0,3.0,0.0,25,Female,Single,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,2320790.88,190599.15
257,1,0.0,0,0,0,0,3.0,16.66,31,Female,Married,Rivers,Port Harcourt ,Personal,EMPLOYED,FSA,70793.84,41369.0
258,1,118631.87,3,6,0,0,3.0,0.0,27,Female,Single,Lagos,Ayobo ,Personal,EMPLOYED,FSA,352373.2,97586.0
259,3,913610.3,28,26,1,4,5.0,1.92,31,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,23476973.79,5887351.83
261,2,187399.75,0,22,0,0,9.0,8.33,43,Male,Married,Lagos,Lagos ,Personal,EMPLOYED,FSA,1809781.8,56986.0
263,2,683481.89,53,36,1,7,5.0,0.0,29,Male,Single,Lagos,Agege,Personal,SELF_EMPLOYED,FSA,2365544.59,113855.33
265,1,110891.09,33,9,0,0,3.0,0.0,35,Male,Single,Lagos,Igbogbo i,Personal,EMPLOYED,FSA,410705.15,91726.82
266,1,0.0,0,1,0,0,3.0,19.44,34,Male,Single,Oyo,Ibadan,Personal,SELF_EMPLOYED,FSA,179361.0,1213082.18
267,1,4889809.71,339,39,1,11,3.0,0.0,35,Female,Married,Lagos,Lagos,Housing,SELF_EMPLOYED,FSA,5570668.05,2477805.71
268,3,77805.73,0,14,1,1,5.0,1.23,26,Male,Single,Lagos,Kirikiri town,Personal,EMPLOYED,FSA,640881.78,35535.0
270,1,0.0,0,3,0,0,3.0,0.0,29,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,1464951.81,1.18
271,1,373091.38,3,3,0,0,3.0,21.66,37,Male,Married,Lagos,Ikeja ,Education,SELF_EMPLOYED,FSA,4477097.52,12963.17
272,1,665874.14,200,57,1,12,6.0,0.0,45,Male,Married,Lagos,LAGOS ,Personal,EMPLOYED,FSA,951417.22,49841.0
273,3,9977.8,0,21,1,2,8.0,9.27,35,Male,Married,Lagos,Lagos,Personal,EMPLOYED,FSA,2368151.19,52983.33
274,2,72133.39,21,7,1,3,3.0,0.0,27,Male,Single,Lagos,Lagos,Personal,EMPLOYED,FSA,313377.6,59023.0
275,2,0.0,0,1,0,0,4.0,34.28,32,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,3418618.04,497381.0
276,1,157632.66,1,5,0,0,3.0,0.0,40,Male,Married,Ogun,ogijo,Personal,SELF_EMPLOYED,FSA,1891586.6,6525441.25
277,2,1550449.47,0,50,0,0,10.0,0.0,26,Female,Single,Oyo,Ibadan ,Personal,EMPLOYED,FSA,9335264.28,171376.0
278,2,859032.27,0,45,1,6,10.0,2.77,37,Female,Single,Lagos,Egbeda,Utilities,EMPLOYED,FSA,6914339.62,125000.0
279,2,0.0,0,3,0,0,3.0,13.88,32,Male,Single,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,7745011.53,5520214.51
280,1,234091.47,91,9,0,0,3.0,24.28,43,Male,Married,Lagos,Papa Ashafa Agege,Personal,SELF_EMPLOYED,FSA,1052451.12,810742.93
281,3,615974.37,4,15,0,0,6.0,32.74,43,Male,Married,Oyo,Ibadan ,Utilities,EMPLOYED,FSA,15164169.24,1096292.0
285,1,0.0,0,0,0,0,3.0,27.77,31,Male,Married,Ondo,Akure,Personal,SELF_EMPLOYED,FSA,1464951.81,201833.33
289,3,0.0,0,0,0,0,9.0,52.38,30,Female,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,9898744.5,247857.0
290,3,746685.8,0,35,1,6,6.0,0.0,52,Male,Married,Ogun,Ogun state ,Personal,EMPLOYED,FSA,8620522.76,370000.0
292,1,48776.69,0,1,0,0,3.0,22.22,58,Male,Married,Lagos,Alagbado,Personal,SELF_EMPLOYED,FSA,1518923.52,3364339.29
293,2,2246774.37,0,51,1,11,9.0,0.0,39,Male,Single,Edo,Irrua ,Personal,EMPLOYED,FSA,8035125.46,155166.0
295,2,422507.07,117,33,1,8,5.0,29.16,31,Female,Single,Lagos,Lagos Island ,Housing,SELF_EMPLOYED,FSA,1117670.94,46302.0
298,2,2329415.17,213,9,1,7,3.0,44.23,43,Male,Married,Kwara,Ilorin,Personal,SELF_EMPLOYED,FSA,15553789.92,10512728.21
299,2,104945.0,0,4,0,0,4.0,19.44,36,Female,Married,Lagos,Lagos mainland ,Personal,SELF_EMPLOYED,FSA,2385990.42,1158556.86
303,2,0.0,0,3,0,0,3.0,30.0,34,Male,Single,Lagos,Ojota,Personal,EMPLOYED,FSA,576509.27,295654.51
304,1,71817.06,0,1,0,0,3.0,22.22,51,Male,Married,Lagos,Lagos ,Personal,SELF_EMPLOYED,FSA,639952.17,583697.7
305,5,0.0,0,10,0,0,6.0,16.54,36,Male,Single,Oyo,Ibadan ,Utilities,EMPLOYED,FSA,784653.66,130469.66
307,1,0.0,0,0,0,0,2.0,0.0,35,Male,Single,Edo,Benin ,Emergency Funds,SELF_EMPLOYED,FSA,1189930.99,5238277.22
308,2,1711218.26,0,22,0,0,8.0,19.04,32,Male,Single,Lagos,Ojota,Personal,SELF_EMPLOYED,FSA,9026186.82,151466.67
309,1,2454706.19,30,9,0,0,3.0,0.0,56,Male,Married,Ogun,Ijebu ode,Personal,SELF_EMPLOYED,FSA,6425225.8,15004.26
311,1,401024.88,182,7,1,4,3.0,53.33,30,Male,Married,Osun,Osogbo,Personal,SELF_EMPLOYED,FSA,5782701.5,3978896.57
313,2,0.0,0,3,0,0,10.0,41.09,57,Male,Married,Lagos,Ojo road Apapa,Personal,EMPLOYED,FSA,11183823.25,316181.63
315,1,0.0,0,0,0,0,4.0,48.66,30,Female,Single,Lagos,Lagos ,Education,EMPLOYED,FSA,882088.95,142500.0
316,1,0.0,0,0,0,0,6.0,46.9,35,Female,Married,Lagos,Ojota,Personal,SELF_EMPLOYED,FSA,764747.58,341666.67
317,1,0.0,0,0,0,0,2.0,16.66,37,Male,Married,Kwara,Ilorin south ,Healthcare,SELF_EMPLOYED,FSA,72602.78,348038.55
319,2,2864670.96,0,47,1,7,10.0,0.0,28,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,22763690.52,487931.45
320,2,181689.93,0,5,0,0,10.0,45.16,26,Male,Single,Oyo,Ibadan ,Personal,EMPLOYED,FSA,8871572.2,226069.61
321,2,0.0,0,3,0,0,3.0,13.88,46,Male,Married,Lagos,Surulere ,Personal,EMPLOYED,FSA,308342.01,79937.7
324,3,2159434.2,63,8,0,0,3.0,23.88,33,Male,Single,Lagos,Lagos,Utilities,SELF_EMPLOYED,FSA,15552892.26,27960389.71
326,2,316592.57,0,42,1,6,9.0,0.0,52,Male,Married,Lagos,Lagos ,Personal,EMPLOYED,FSA,6694061.43,138061.4
328,1,203761.95,241,17,1,5,3.0,40.9,29,Male,Single,Cross River,Obudu,Personal,EMPLOYED,FSA,824982.18,83226.0
329,1,26431.5,0,3,0,0,3.0,0.0,27,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,118352.13,179849.4
330,1,1277282.18,335,25,1,11,3.0,50.0,25,Female,Single,Kwara,Kwara state,Personal,SELF_EMPLOYED,FSA,2756420.25,1225185.71
332,1,931038.21,61,12,0,0,3.0,0.0,33,Male,Single,Lagos,Lagos bolade Oshodi ,Personal,SELF_EMPLOYED,FSA,1966118.4,11000.0
334,1,26564.44,29,2,0,0,3.0,40.0,28,Female,Married,Lagos,Lagos ,Personal,EMPLOYED,FSA,197253.55,96728.64
335,1,278661.18,243,29,1,4,3.0,0.0,47,Male,Married,Ondo,Akure,Personal,EMPLOYED,FSA,1171401.12,108691.0
339,4,908684.73,24,17,1,5,3.0,0.0,30,Male,Single,Lagos,IKORODU,Personal,SELF_EMPLOYED,FSA,3661786.16,1450548.07
341,2,1692109.3,0,49,0,0,10.0,0.0,30,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,6196350.21,125245.68
343,1,797499.41,46,90,1,8,12.0,0.0,27,Male,Single,Lagos,Ajah,Education,EMPLOYED,FSA,4277771.96,128996.0
346,2,294511.11,111,18,1,6,3.0,9.39,34,Male,Married,Ogun,Sango ota,Housing,EMPLOYED,FSA,673004.41,22666.67
349,1,878035.21,0,45,0,0,12.0,26.58,34,Male,Single,Lagos,Surulere,Emergency Funds,EMPLOYED,FSA,11561148.88,226667.0
350,1,2565032.01,334,36,1,11,3.0,0.0,45,Male,Married,Lagos,Lagos ,Housing,SELF_EMPLOYED,FSA,4132844.4,1808196.85
351,1,0.0,0,1,0,0,3.0,0.0,28,Male,Single,Osun,Ede Township ,Personal,SELF_EMPLOYED,FSA,820233.7,985491.64
352,1,1359924.1,333,23,1,12,3.0,45.23,38,Male,Married,Lagos,Ayobo ,Personal,SELF_EMPLOYED,FSA,4478879.02,2101000.0
354,3,295989.0,0,12,0,0,4.0,20.21,27,Male,Single,Lagos,Lagos ,Personal,SELF_EMPLOYED,FSA,34803063.96,34395171.14
355,2,0.0,0,3,0,0,3.0,0.0,34,Male,Married,Lagos,Igbogbo,Retail/Home Goods,SELF_EMPLOYED,FSA,6241045.4,34983.0
357,1,0.0,0,0,0,0,12.0,16.66,29,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,1402483.31,477364.0
358,1,3551899.98,55,90,1,13,12.0,0.0,37,Male,Married,Ogun,Giwa,Personal,EMPLOYED,FSA,8555544.06,159581.0
359,1,0.0,0,0,0,0,3.0,33.33,61,Male,Married,Lagos,Iyana Ipaja,Personal,SELF_EMPLOYED,FSA,574549.5,1107845.11
363,1,0.0,0,3,0,0,3.0,0.0,59,Female,Married,Lagos,Mafoluku,Personal,SELF_EMPLOYED,FSA,732551.19,1904735.71
364,4,0.0,0,0,0,0,3.0,26.66,35,Male,Married,Lagos,Isheri,Personal,SELF_EMPLOYED,FSA,25157192.46,30220837.14
365,1,3425707.31,334,36,1,11,3.0,0.0,28,Male,Single,Kwara,ILORIN ,Electronics,SELF_EMPLOYED,FSA,9793463.7,27626432.86
367,1,9803586.91,125,66,1,4,10.0,41.77,28,Female,Married,Ondo,Ondo,Personal,SELF_EMPLOYED,FSA,32309561.1,741769.0
368,1,0.0,0,0,0,0,3.0,54.16,57,Female,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,1828112.88,2079502.48
369,3,0.0,0,2,0,0,5.0,25.0,39,Female,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,3505555.04,1332397.56
371,1,386918.88,0,54,0,0,12.0,6.63,29,Male,Single,Lagos,Lagos,Personal,EMPLOYED,TSA,9194189.16,2616299.38
373,1,453040.84,79,3,1,1,3.0,38.88,33,Male,Single,Ogun,Mosa,Personal,SELF_EMPLOYED,FSA,7828770.96,21010463.0
374,1,0.0,0,5,0,0,12.0,26.33,35,Male,Married,Lagos,Ikorodu ,Personal,EMPLOYED,FSA,16624708.8,880334.0
375,1,400780.38,315,36,1,10,3.0,0.0,37,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,666649.76,53536.0
376,1,634065.58,55,5,1,2,3.0,22.33,26,Male,Single,Lagos,Lagos,Utilities,SELF_EMPLOYED,FSA,3355893.3,3113789.46
378,1,0.0,0,2,0,0,3.0,8.33,48,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,1757941.38,6619664.29
380,3,29403.0,0,6,1,2,6.0,24.44,34,Male,Married,Federal Capital Territory,Jiwa,Personal,EMPLOYED,FSA,4322786.84,200000.0
382,1,0.0,0,3,0,0,3.0,0.0,42,Female,Married,Lagos,Surulere ,Personal,SELF_EMPLOYED,FSA,2240744.58,2770127.96
383,1,0.0,0,2,0,0,3.0,8.33,28,Female,Single,Lagos,Ipaja,Utilities,SELF_EMPLOYED,FSA,3855135.48,29777719.36
384,1,0.0,0,18,1,1,10.0,37.62,35,Male,Married,Kwara,AMOYO,Personal,EMPLOYED,FSA,5761088.4,552576.0
386,1,0.0,0,0,0,0,6.0,16.66,33,Male,Single,Lagos,Agege,Personal,EMPLOYED,FSA,1271129.08,380960.0
387,2,0.0,0,3,0,0,3.0,15.66,33,Female,Single,Lagos,Lagos,Personal,EMPLOYED,TSA,4279609.82,1154806.91
389,1,0.0,0,2,0,0,3.0,19.44,39,Male,Married,Lagos,Oko Oba ,Personal,SELF_EMPLOYED,FSA,1751070.75,5791556.48
391,4,2660158.39,12,10,0,0,3.0,15.25,55,Male,Married,Lagos,Lagos ,Utilities,SELF_EMPLOYED,FSA,30961299.97,14594330.02
392,1,0.0,0,1,0,0,3.0,19.44,54,Male,Single,Lagos,Lagos ,Personal,SELF_EMPLOYED,FSA,2091883.62,4574384.39
393,1,0.0,0,1,0,0,3.0,19.44,41,Female,Married,Lagos,Ifako,Personal,SELF_EMPLOYED,FSA,1563036.63,2335557.68
394,3,93658.13,0,9,1,1,6.0,37.99,49,Male,Married,Lagos,Alakuko ,Housing,EMPLOYED,FSA,3496508.98,115310.0
395,2,2142240.04,146,18,1,7,3.0,0.0,29,Female,Married,Lagos,Alagbao,Personal,SELF_EMPLOYED,FSA,3779038.88,2877090.62
400,1,0.0,0,13,1,1,6.0,5.16,54,Male,Married,Lagos,IBA,Education,EMPLOYED,FSA,1914705.42,151000.0
402,2,720245.73,0,48,1,6,12.0,10.25,39,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,14883517.83,305556.25
403,1,0.0,0,11,0,0,6.0,18.21,45,Male,Single,Lagos,Yaba,Personal,EMPLOYED,FSA,2039821.38,169167.0
404,2,48257.07,0,3,1,2,3.0,16.66,34,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,1102911.06,2133600.0
405,2,391107.19,0,20,1,4,6.0,10.98,34,Female,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,2478179.89,115675.0
408,2,640738.3,124,20,1,5,3.0,16.66,31,Female,Single,Oyo,Ibadan,Personal,SELF_EMPLOYED,FSA,1844140.33,1046583.18
409,2,127640.0,0,42,0,0,12.0,18.58,34,Female,Single,Lagos,Ogba,Personal,EMPLOYED,FSA,11755544.96,400016.5
410,2,57823.68,0,10,1,4,7.0,16.07,30,Female,Single,Lagos,Lagos,Personal,EMPLOYED,FSA,1966794.97,129355.0
411,1,0.0,0,0,0,0,3.0,38.89,36,Female,Single,Lagos,Lowa estate Haruna bus stop Ikorodu lagos,Personal,SELF_EMPLOYED,FSA,296541.3,195171.9
412,1,0.0,0,3,0,0,3.0,0.0,64,Male,Married,Lagos,Mafoluku oshodi ,Personal,SELF_EMPLOYED,FSA,196357.77,430428.57
415,1,10741592.62,332,36,1,13,3.0,0.0,29,Female,Married,Oyo,Ibadan ,Personal,SELF_EMPLOYED,FSA,12796790.16,6429222.71
416,2,1136449.02,0,36,1,4,10.0,8.86,37,Male,Married,Lagos,Lagos,Personal,EMPLOYED,FSA,11315648.47,213350.21
417,4,117488.76,0,15,1,1,4.0,2.56,33,Male,Married,Kwara,ILORIN,Personal,EMPLOYED,FSA,1297996.05,99922.0
418,3,0.0,0,4,0,0,3.0,7.14,27,Male,Single,Lagos,Kosofe,Personal,SELF_EMPLOYED,FSA,1273032.36,35000.0
420,1,1145.82,0,56,1,7,12.0,11.22,25,Male,Single,Cross River,Calabar ,Utilities,EMPLOYED,FSA,5500029.12,127794.0
421,1,0.0,0,10,0,0,12.0,0.0,48,Female,Married,Ogun,Ota,Personal,EMPLOYED,FSA,4055626.75,194359.0
423,2,645479.88,0,42,1,6,6.0,0.0,29,Male,Single,Lagos,Lagos,Housing,EMPLOYED,FSA,2446471.84,76984.0
429,2,357190.54,0,31,1,2,12.0,22.58,36,Male,Married,Lagos,Lagos ,Personal,EMPLOYED,FSA,19132527.47,482396.29
430,3,673805.74,0,28,1,6,3.0,20.58,33,Female,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,2042728.52,437284.45
432,1,1267007.29,57,90,1,12,12.0,0.0,46,Male,Married,Kwara,OMU ARAN ,Personal,EMPLOYED,FSA,21388860.22,355383.0
433,4,488999.76,0,7,1,2,3.0,14.39,50,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,11174934.42,6366944.2
436,2,204530.96,83,35,1,5,6.0,12.38,29,Male,Single,Kwara,Ilorin,Housing,EMPLOYED,FSA,3160963.36,111984.0
437,2,153864.1,0,28,1,6,9.0,20.1,36,Female,Married,Ogun,Sango ota,Housing,EMPLOYED,FSA,2355195.5,54420.0
439,2,14488.56,0,11,0,0,5.0,18.91,43,Male,Married,Ogun,Sango ota ,Retail/Home Goods,SELF_EMPLOYED,FSA,16808699.88,7223663.14
440,5,4735.92,0,5,1,1,3.0,15.45,52,Male,Married,Lagos,Lagos,Personal,SELF_EMPLOYED,FSA,8199947.18,1904409.01
441,1,7355667.93,329,36,1,13,3.0,0.0,51,Male,Married,Lagos,Lagos,Housing,SELF_EMPLOYED,FSA,18281132.24,9805614.29
442,3,185557.43,2,16,0,0,5.0,17.49,51,Male,Married,Lagos,Oshodi Lagos ,Personal,SELF_EMPLOYED,FSA,12116189.46,3554214.21
443,1,404983.66,241,63,1,11,6.0,0.0,33,Male,Single,Ogun,Ogun ,Education,EMPLOYED,FSA,1855897.12,62868.0
447,2,285424.79,0,79,1,12,12.0,0.0,51,Male,Married,Lagos,Akowonjo,Personal,EMPLOYED,FSA,14960653.81,266706.37
449,2,153536.37,0,19,1,4,12.0,51.88,57,Male,Married,Ogun,Ogun,Personal,EMPLOYED,FSA,8087530.42,188778.57
450,1,2108499.91,205,57,1,12,6.0,0.0,35,Male,Married,Delta,Asaba,Housing,EMPLOYED,FSA,2854274.41,104353.0
451,2,0.0,0,0,0,0,12.0,23.33,30,Male,,Lagos,Ibeju Lekki,Personal,SELF_EMPLOYED,WEB,24454444.89,994539.61
453,1,1331346.87,55,70,1,8,12.0,17.78,31,Male,Single,Lagos,Lagos ,Personal,EMPLOYED,FSA,13325280.64,198383.0
462,1,4336616.05,56,90,1,11,12.0,0.0,53,Male,Married,Akwa Ibom,Eket,Education,EMPLOYED,FSA,41943078.94,580720.0
463,2,0.0,0,0,0,0,4.0,0.0,31,Male,,Lagos,Ibeju Lekki,Housing,EMPLOYED,WEB,638861.67,206929.0
469,1,73723.0,0,1,0,0,6.0,0.0,31,Male,,Lagos,Ikorodu,Personal,EMPLOYED,WEB,898507.76,202762.0
470,1,0.0,0,0,0,0,7.0,35.83,27,Female,Single,Lagos,Ogba,Personal,EMPLOYED,WEB,2094909.32,212718.0
476,1,1552011.14,240,63,1,13,6.0,0.0,44,Female,Married,Ondo,Akure,Personal,EMPLOYED,FSA,2223204.48,75488.0
